Ancient Castle of Ikana,Z2_CASTLE,1380,638,-1065,1379.95593,660.421814,-1064.00098
Ancient Castle of Ikana,Z2_CASTLE,1380,473,-1075,1379.95593,495.401611,-1074.00098
Ancient Castle of Ikana,Z2_CASTLE,310,473,-1075,309.955841,495.401611,-1074.00098
Ancient Castle of Ikana,Z2_CASTLE,1380,638,-1065,1379.95593,660.421814,-1064.00098
Ancient Castle of Ikana,Z2_CASTLE,310,473,-1075,309.955841,495.401611,-1074.00098
Ancient Castle of Ikana,Z2_CASTLE,300,638,-1065,299.955841,660.421814,-1064.00098
Ancient Castle of Ikana,Z2_CASTLE,389,557,-1950,388.062561,574.159668,-1950.34814
Ancient Castle of Ikana,Z2_CASTLE,398,566,-1975,397.066315,583.167358,-1975.35803
Ancient Castle of Ikana,Z2_CASTLE,402,622,-1994,401.066162,639.185425,-1994.35767
Ancient Castle of Ikana,Z2_CASTLE,300,638,-1995,299.955841,641.552673,-1994.00098
Ancient Castle of Ikana,Z2_CASTLE,402,622,-1994,401.955841,625.545044,-1993.00098
Ancient Castle of Ikana,Z2_CASTLE,300,540,-2013,299.955841,543.549255,-2012.00098
Ancient Castle of Ikana,Z2_CASTLE,300,638,-1470,299.000946,653.795349,-1470.04297
Ancient Castle of Ikana,Z2_CASTLE,300,638,-1065,299.000946,653.795349,-1065.04297
Ancient Castle of Ikana,Z2_CASTLE,310,473,-1075,309.000946,488.775177,-1075.04297
Ancient Castle of Ikana,Z2_CASTLE,300,638,-1470,299.000946,653.795349,-1470.04297
Ancient Castle of Ikana,Z2_CASTLE,310,473,-1075,309.000946,488.775177,-1075.04297
Ancient Castle of Ikana,Z2_CASTLE,310,473,-1480,309.000946,488.775177,-1480.04297
Ancient Castle of Ikana,Z2_CASTLE,75,638,-1470,74.9558182,656.149475,-1469.00098
Ancient Castle of Ikana,Z2_CASTLE,300,638,-1470,299.955841,656.149475,-1469.00098
Ancient Castle of Ikana,Z2_CASTLE,310,473,-1480,309.955841,491.129303,-1479.00098
Ancient Castle of Ikana,Z2_CASTLE,75,638,-1470,74.9558182,656.149475,-1469.00098
Ancient Castle of Ikana,Z2_CASTLE,310,473,-1480,309.955841,491.129303,-1479.00098
Ancient Castle of Ikana,Z2_CASTLE,85,473,-1480,84.9558182,491.129303,-1479.00098
Ancient Castle of Ikana,Z2_CASTLE,85,473,-1880,84.9558182,488.606659,-1880.99902
Ancient Castle of Ikana,Z2_CASTLE,310,473,-1880,309.955841,488.606659,-1880.99902
Ancient Castle of Ikana,Z2_CASTLE,300,638,-1890,299.955841,653.626831,-1890.99902
Ancient Castle of Ikana,Z2_CASTLE,85,473,-1880,84.9558182,488.606659,-1880.99902
Ancient Castle of Ikana,Z2_CASTLE,300,638,-1890,299.955841,653.626831,-1890.99902
