Barinade's Lair,bdan_boss_scene,-100,0,360,-100.735977,1.59066463,360.677002
Barinade's Lair,bdan_boss_scene,-120,20,360,-120.736313,21.5906696,360.676636
Barinade's Lair,bdan_boss_scene,-80,20,404,-80.7358398,21.5902576,404.677155
Barinade's Lair,bdan_boss_scene,-60,0,404,-60.7358398,1.59025407,404.677155
Barinade's Lair,bdan_boss_scene,-100,0,360,-100.735977,1.59066463,360.677002
Barinade's Lair,bdan_boss_scene,-80,20,404,-80.7358398,21.5902576,404.677155
Barinade's Lair,bdan_boss_scene,60,0,404,60.7361755,1.59025407,404.676788
Barinade's Lair,bdan_boss_scene,80,20,404,80.7361755,21.5902576,404.676788
Barinade's Lair,bdan_boss_scene,100,0,360,100.736259,1.59066463,360.676697
Barinade's Lair,bdan_boss_scene,80,20,404,80.7361755,21.5902576,404.676788
Barinade's Lair,bdan_boss_scene,120,20,360,120.736313,21.5906696,360.676636
Barinade's Lair,bdan_boss_scene,100,0,360,100.736259,1.59066463,360.676697
Bombchu Bowling Alley,bowling_scene,-145,0,294,-145.769592,9.20928383,294.638519
Bombchu Bowling Alley,bowling_scene,-146,16,296,-146.76973,25.2109585,296.638367
Bombchu Bowling Alley,bowling_scene,-141,16,302,-141.769882,25.2114391,302.638184
Bombchu Bowling Alley,bowling_scene,-145,0,294,-145.8181,8.93999386,294.575073
Bombchu Bowling Alley,bowling_scene,-141,16,302,-141.818085,24.9384518,302.575073
Bombchu Bowling Alley,bowling_scene,-140,0,301,-140.818161,8.93858814,301.574982
Bombchu Bowling Alley,bowling_scene,-160,0,289,-160.338516,6.24595928,289.940948
Bombchu Bowling Alley,bowling_scene,-160,16,291,-160.338699,22.2449493,291.940887
Bombchu Bowling Alley,bowling_scene,-146,16,296,-146.339127,22.2449493,296.940735
Bombchu Bowling Alley,bowling_scene,-160,0,289,-160.338348,5.03280115,289.94101
Bombchu Bowling Alley,bowling_scene,-146,16,296,-146.338348,21.0311985,296.94101
Bombchu Bowling Alley,bowling_scene,-145,0,294,-145.303772,5.03435946,294.952728
Bombchu Bowling Alley,bowling_scene,-145,0,358,-145.279968,6.57349157,357.040009
Bombchu Bowling Alley,bowling_scene,-146,16,357,-146.279953,22.5749836,356.040009
Bombchu Bowling Alley,bowling_scene,-160,16,361,-160.273727,22.5745869,360.038208
Bombchu Bowling Alley,bowling_scene,-145,0,358,-145.32428,10.7413158,357.054047
Bombchu Bowling Alley,bowling_scene,-160,16,361,-160.316238,26.7413464,360.051331
Bombchu Bowling Alley,bowling_scene,-160,0,363,-160.321228,10.7426109,362.053009
Bombchu Bowling Alley,bowling_scene,-140,0,351,-140.816055,14.39573,350.422028
Bombchu Bowling Alley,bowling_scene,-141,16,350,-141.816055,30.3956814,349.422028
Bombchu Bowling Alley,bowling_scene,-146,16,357,-146.816055,30.3971748,356.422028
Bombchu Bowling Alley,bowling_scene,-140,0,351,-140.816055,14.39573,350.422028
Bombchu Bowling Alley,bowling_scene,-146,16,357,-146.816055,30.3971748,356.422028
Bombchu Bowling Alley,bowling_scene,-145,0,358,-145.816162,14.3971357,357.42218
Bombchu Bowling Alley,bowling_scene,-140,0,301,-140.999054,11.6009178,300.956543
Bombchu Bowling Alley,bowling_scene,-141,16,302,-141.999054,27.6004295,301.956543
Bombchu Bowling Alley,bowling_scene,-141,16,350,-141.999054,27.6004295,349.956543
Bombchu Bowling Alley,bowling_scene,-140,0,301,-140.999054,11.6009178,300.956543
Bombchu Bowling Alley,bowling_scene,-141,16,350,-141.999054,27.6004295,349.956543
Bombchu Bowling Alley,bowling_scene,-140,0,351,-140.999054,11.6009178,350.956543
Bombchu Bowling Alley,bowling_scene,239,156,400,239.9991,157.979004,399.957581
Bombchu Bowling Alley,bowling_scene,239,156,305,239.9991,157.979004,304.957581
Bombchu Bowling Alley,bowling_scene,235,149,305,235.9991,150.978943,304.957581
Bombchu Bowling Alley,bowling_scene,239,156,400,239.9991,157.979004,399.957581
Bombchu Bowling Alley,bowling_scene,235,149,305,235.9991,150.978943,304.957581
Bombchu Bowling Alley,bowling_scene,235,149,400,235.9991,150.978943,399.957581
Bombchu Bowling Alley,bowling_scene,157,156,389,156.95723,158.45816,389.999084
Bombchu Bowling Alley,bowling_scene,250,156,389,249.95723,158.45816,389.999084
Bombchu Bowling Alley,bowling_scene,250,149,385,249.956528,151.458069,385.999054
Bombchu Bowling Alley,bowling_scene,157,156,389,156.95723,158.45816,389.999084
Bombchu Bowling Alley,bowling_scene,250,149,385,249.956528,151.458069,385.999054
Bombchu Bowling Alley,bowling_scene,157,149,385,156.956528,151.458069,385.999054
Bombchu Bowling Alley,bowling_scene,240,-100,-688,240.472351,-97.7171555,-688.881409
Bombchu Bowling Alley,bowling_scene,190,-33,-768,190.472549,-30.7190437,-768.881287
Bombchu Bowling Alley,bowling_scene,101,-33,-816,101.474342,-30.7187233,-816.88031
Bombchu Bowling Alley,bowling_scene,240,-100,-688,240.472351,-99.3471756,-688.881348
Bombchu Bowling Alley,bowling_scene,101,-33,-816,101.474274,-32.3446274,-816.88031
Bombchu Bowling Alley,bowling_scene,53,-65,-816,53.4743004,-64.3437576,-816.88031
Bombchu Bowling Alley,bowling_scene,-190,-33,-768,-190.472382,-31.5458164,-768.881348
Bombchu Bowling Alley,bowling_scene,-240,-100,-688,-240.472351,-98.5457916,-688.881409
