Back Alley (Day),market_alley_info,572,400,1308,572.041016,424.822021,1308.99915
Back Alley (Day),market_alley_info,572,400,1308,572.488281,428.064301,1308.87268
Back Alley (Day),market_alley_info,-601,400,1056,-601.999023,465.361786,1055.95593
Back Alley (Day),market_alley_info,-601,400,1076,-601.999023,465.361786,1075.95593
Back Alley (Day),market_alley_info,-410,400,1346,-410.278931,503.378571,1346.96021
Back Alley (Day),market_alley_info,-456,400,1333,-456.632202,536.63446,1333.77478
Back Alley (Day),market_alley_info,-605,400,617,-605.818726,581.031067,617.574158
Back Alley (Day),market_alley_info,-605,400,617,-604.84668,634.318665,617.988159
Back Alley (Day),market_alley_info,-456,400,1333,-456.278992,647.374207,1333.96021
Back Alley (Day),market_alley_info,-598,400,616,-597.84668,658.036255,616.988159
Back Alley (Day),market_alley_info,-612,400,608,-612.818787,799.731689,608.574097
Back Alley (Night),market_alley_n_info,-411,400,1353,-411.319733,408.416382,1353.94739
Back Alley (Night),market_alley_n_info,-411,400,1353,-411.409546,480.70697,1353.91223
Back Alley (Night),market_alley_n_info,-456,400,1333,-456.632202,536.63446,1333.77478
Back Alley (Night),market_alley_n_info,-456,400,1333,-456.414154,565.219849,1333.91016
Back Alley House (Dog Lady),kakariko_impa_info,-207,51,99,-207.978775,51.5504456,98.7950668
Back Alley House (Dog Lady),kakariko_impa_info,-174,30,71,-174.075577,30.7762203,70.002861
Back Alley House (Dog Lady),kakariko_impa_info,-200,42,47,-200.315765,43.587822,46.0511627
Back Alley House (Dog Lady),kakariko_impa_info,-200,32,77,-200.231415,33.9816017,76.0271454
Back Alley House (Dog Lady),kakariko_impa_info,-199,50,128,-199.33432,52.1127396,128.942459
Back Alley House (Dog Lady),kakariko_impa_info,-207,56,56,-207.997925,58.2422104,56.0643539
Back Alley House (Dog Lady),kakariko_impa_info,-207,52,121,-207.999039,54.3497276,120.956169
Back Alley House (Dog Lady),kakariko_impa_info,-207,56,94,-207.998962,58.6379013,93.9544754
Back Alley House (Dog Lady),kakariko_impa_info,-207,47,104,-207.997009,49.7053947,103.922722
Back Alley House (Dog Lady),kakariko_impa_info,-207,56,56,-207.999039,58.7573128,55.9561653
Back Alley House (Dog Lady),kakariko_impa_info,-207,56,94,-207.999039,58.7573128,93.9561691
Back Alley House (Dog Lady),kakariko_impa_info,-207,56,56,-207.999039,58.7573128,55.9561653
Back Alley House (Dog Lady),kakariko_impa_info,-207,56,56,-207.999039,58.7573128,55.9561653
Back Alley House (Dog Lady),kakariko_impa_info,-127,63,-93,-126.908821,65.8147812,-92.0041656
Back Alley House (Dog Lady),kakariko_impa_info,-199,50,128,-199.252869,52.9154778,128.967499
Back Alley House (Dog Lady),kakariko_impa_info,-207,47,104,-207.5354,50.0384941,104.844597
Back Alley House (Dog Lady),kakariko_impa_info,-199,50,26,-199.249725,53.0439415,25.0316849
