-231,62,-85,-231.043274,62.6216278,-85.9990616
-235,62,-85,-235.043274,62.6216278,-85.9990616
-235,62,-85,-235.043274,62.6216278,-85.9990616
-198,58,-161,-198.999054,58.9594765,-161.043274
-198,58,-157,-198.999054,58.9594765,-157.043274
-198,58,-157,-198.999054,58.9594765,-157.043274
-227,62,-67,-227.013062,63.0443115,-66.0000916
-223,62,-67,-223.013062,63.0443115,-66.0000916
-223,62,-67,-223.013062,63.0443115,-66.0000916
-185,49,-154,-184.0009,50.1385689,-154.042267
-185,49,-158,-184.0009,50.1385689,-158.042267
-185,49,-158,-184.0009,50.1385689,-158.042267
-235,62,-85,-234.00087,63.2177048,-85.0415268
-235,62,-89,-234.00087,63.2177048,-89.0415268
-235,62,-89,-234.00087,63.2177048,-89.0415268
-238,49,-74,-238.999039,50.2262688,-74.0435257
-238,49,-70,-238.999039,50.2262688,-70.0435257
-238,49,-70,-238.999039,50.2262688,-70.0435257
-227,62,-63,-226.00087,63.4986458,-63.0415268
-227,62,-67,-226.00087,63.4986458,-67.0415268
-227,62,-67,-226.00087,63.4986458,-67.0415268
-238,49,-70,-238.043274,50.6129761,-70.9990616
-242,49,-70,-242.043274,50.6129761,-70.9990616
-242,49,-70,-242.043274,50.6129761,-70.9990616
-185,49,-158,-185.042267,50.7136307,-157.0009
-181,49,-158,-181.042267,50.7136307,-157.0009
-181,49,-158,-181.042267,50.7136307,-157.0009
-202,62,-157,-202.362671,63.8867531,-156.068085
-193,70,-178,-192.68576,72.1913147,-178.949341
-190,70,-177,-189.680054,72.1914215,-177.947433
-193,70,-178,-192.755325,72.4068298,-178.969604
-221,74,-65,-220.00087,76.5245819,-65.0415268
-221,74,-69,-220.00087,76.5245819,-69.0415268
-221,74,-69,-220.00087,76.5245819,-69.0415268
-233,74,-91,-233.043274,76.6679688,-91.9990616
-237,74,-91,-237.043274,76.6679688,-91.9990616
-237,74,-91,-237.043274,76.6679688,-91.9990616
-202,70,-158,-202.042267,72.9191284,-157.0009
-203,70,-151,-203.999054,73.5884857,-151.043274
-190,70,-177,-190.95134,73.8137283,-177.308136
-233,74,-95,-233.999039,77.9425812,-95.0435257
-233,74,-91,-233.999039,77.9425812,-91.0435257
-233,74,-91,-233.999039,77.9425812,-91.0435257
-202,62,-157,-202.043274,66.5012283,-157.999054
-189,70,-181,-189.972565,74.6781845,-181.232605
-190,70,-177,-190.972565,74.6783524,-177.232605
-202,70,-158,-202.989868,75.0393906,-158.141907
-203,70,-151,-203.989868,75.0393906,-151.141891
-202,70,-158,-202.118011,75.2822113,-157.006989
-210,70,-159,-210.118011,75.2825928,-158.006989
256,322,-28,256.999115,327.351807,-28.0415268
256,322,-28,256.999115,327.351807,-28.0415268
-217,74,-65,-217.043274,79.6865845,-65.9990616
-221,74,-65,-221.043274,79.6865845,-65.9990616
-221,74,-65,-221.043274,79.6865845,-65.9990616
-119,149,-183,-119.043526,155.154541,-183.999039
-152,149,-183,-152.043274,155.154617,-183.999054
-152,149,-183,-152.043274,155.154617,-183.999054
-185,149,-183,-185.043274,155.154617,-183.999054
-191,37,-169,-191.042267,43.9002838,-168.0009
-187,37,-169,-187.042267,43.9002838,-168.0009
-187,37,-169,-187.042267,43.9002838,-168.0009
-230,37,-66,-230.999039,49.2828369,-66.0435257
-230,37,-62,-230.999039,49.2828369,-62.0435257
-230,37,-62,-230.992844,53.2128601,-62.1194153
-230,37,-62,-230.043274,53.8418427,-62.9990616
-234,37,-62,-234.043274,53.8418427,-62.9990616
-234,37,-62,-234.043274,53.8418427,-62.9990616
-187,37,-169,-187.999054,54.2628822,-169.043274
-187,37,-165,-187.999054,54.2628822,-165.043274
-187,37,-165,-187.999054,54.2628822,-165.043274
-234,37,-66,-234.013062,57.3307838,-65.0000916
-230,37,-66,-230.013062,57.3307838,-65.0000916
-230,37,-66,-230.013062,57.3307838,-65.0000916
-230,149,25,-230.999039,171.795502,24.9561653
-230,149,58,-230.999039,171.795502,57.9561653
-230,149,-9,-230.999039,171.795502,-9.04361343
-230,149,25,-230.999039,171.795502,24.9561653
-234,37,-62,-233.00087,61.8748779,-62.0415268
-234,37,-66,-233.00087,61.8748779,-66.0415268
-234,37,-66,-233.00087,61.8748779,-66.0415268
